Mathilde




pv;100
pe;100
pa;5
posX;2
posY;8
turns;15

3
1;20;0;0;75;0;0;0.000000;1;0;70;70;knife
3;0;0;0;0;0;0;0.000000;0;0;60;20;energy drink
2;0;0;0;0;0;0;0.000000;0;0;40;0;fishing rod

head;-1
left hand;0
right hand;-1
body;-1

 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9;10;
12; 2; 2; 1; 2; 2; 1; 8; 8; 8; 1; 2; 1; 1;10;
12; 1; 1; 1; 2; 1; 1; 8; 7; 8; 1; 4; 1; 2;10;
12; 1; 1; 1; 2; 2; 1; 8; 8; 8; 2; 2; 1; 2;10;
12; 1; 1; 1; 1; 1; 1; 1; 2; 4; 1; 1; 1; 2;10;
12; 1; 1; 2; 1; 1; 1; 1; 1; 2; 1; 2; 1; 1;10;
12; 1; 2; 3; 3; 2; 3; 3; 2; 1; 1; 1; 2; 2;10;
12; 2; 2; 2; 3; 3; 4; 1; 1; 1; 2; 1; 1; 6;10;
12; 2; 2; 2; 1; 3; 3; 1; 1; 1; 1; 2; 1; 1;10;
12; 1; 1; 1; 2; 3; 2; 1; 1; 5; 2; 1; 2; 1;10;
12; 1; 1; 1; 3; 3; 3; 1; 3; 4; 3; 1; 1; 1;10;
12; 1; 3; 3; 1; 3; 3; 1; 2; 3; 1; 1; 2; 1;10;
12; 1; 1; 4; 1; 3; 3; 3; 3; 3; 2; 1; 1; 1;10;
12; 1; 1; 1; 1; 2; 1; 3; 3; 2; 1; 1; 1; 1;10;
12;11;11;11;11;11;11;11;11;11;11;11;11;11;10;


 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 2; 2; 2; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 2; 2; 2; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 2; 2; 2; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 2; 2; 1; 2; 2; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 2; 2; 1; 1; 1; 1; 1; 1; 1; 0; 0;
 0; 1; 1; 1; 1; 2; 2; 1; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 2; 1; 1; 1; 3; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 2; 2; 2; 1; 2; 1; 2; 1; 1; 1; 0;
 0; 1; 2; 2; 1; 2; 2; 1; 1; 2; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 2; 2; 2; 2; 2; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 2; 2; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0;


 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0;
 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;


 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1;
 0; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;


 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;

0;14;
2;1;
8;12;
1;6;
10;13;
13;12;

-1;-1;-1;8;12;-1;-1;-1;-1
0;0;0;0;0;0;0;0.000000;0;0;0;0;
