Akroma




pv;56
pe;100
pa;1
posX;9
posY;1
turns;7

10
1;5;20;10;30;80;60;0.000000;1;30;0;0;bow and arrows
1;15;0;0;70;0;0;0.000000;1;50;40;0;big stick
2;10;0;0;70;0;0;0.000000;0;0;40;0;fishing rod
3;0;0;0;0;0;0;0.000000;0;0;50;50;bottle water
0;0;0;0;0;0;0;0.700000;2;0;10;70;bulletproof vest
3;0;0;0;0;0;0;0.000000;0;0;60;75;canned food
3;0;0;0;0;0;0;0.000000;0;0;60;20;energy drink
1;15;0;0;85;0;0;0.000000;1;0;30;30;baseball bat
2;10;0;0;70;0;0;0.000000;0;0;40;0;fishing rod
2;0;0;0;0;0;0;0.000000;0;70;30;0;walking stick

head;-1
left hand;0
right hand;7
body;4

 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9;10;
12; 2; 1; 2; 1; 2; 1; 1; 1; 1; 1; 4; 1; 1;10;
12; 2; 1; 1; 1; 1; 1; 6; 1; 1; 1; 2; 2; 1;10;
12; 1; 1; 1; 1; 1; 1; 1; 2; 2; 1; 1; 2; 2;10;
12; 4; 1; 2; 2; 1; 1; 2; 1; 1; 2; 1; 1; 1;10;
12; 1; 2; 1; 1; 4; 1; 1; 1; 1; 1; 1; 1; 2;10;
12; 1; 1; 2; 1; 1; 2; 2; 1; 1; 3; 2; 2; 1;10;
12; 2; 1; 1; 2; 2; 1; 3; 3; 3; 2; 1; 2; 1;10;
12; 1; 1; 2; 1; 1; 1; 2; 2; 1; 2; 2; 2; 4;10;
12; 2; 1; 1; 1; 2; 3; 3; 1; 2; 1; 2; 2; 2;10;
12; 1; 1; 1; 4; 3; 3; 3; 1; 2; 1; 1; 2; 1;10;
12; 1; 1; 8; 8; 8; 3; 3; 2; 2; 2; 1; 1; 1;10;
12; 1; 1; 8; 7; 8; 1; 2; 2; 1; 2; 2; 2; 1;10;
12; 1; 1; 8; 8; 8; 1; 1; 1; 3; 3; 3; 5; 2;10;
12;11;11;11;11;11;11;11;11;11;11;11;11;11;10;


 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0;
